id,title,url,is_paid,price,professor,description,num_subscribers
377716,Learn Hacking/Penetration Testing using Android From Scratch,/learn-hackingpenetration-testing-using-android-from-scratch/,True,$100,Zaid Sabih,Notes:,4640
645290,Introduction: Make and Sell Custom Shirts w/ Merch by Amazon,/merchbyamazonintro/,True,$20,Chris Green,Merch by Amazon is Amazon's newest platform for content creators. It allows anyone to create and sell shirts right on Amazon's website with no upfront costs or minimum print runs. Anyone can now easily create custom branded shirts that their fans will love to wear. This course will help you get started and learn how to use the platform both optimally and creatively.In this course students will learn about the Merch by Amazon platform the image requirements (dimensions and resolution) the royalty calculation system and the content policies. Students will also learn about the different options and settings in their Merch by Amazon accounts and how to use them to optimize their shirt designs.If you want to fast-track your understanding of the Merch by Amazon platform and get your shirt designs live and offered for sale on Amazon in as little as a few hours then this course is for you. Students who complete this course will find that they have a better understanding of the technical aspects of the Merch by Amazon platform as well as the tools needed to create successful shirt designs.Merch by Amazon is an absolutely incredible platform. This course will also show you the bigger opportunities that Amazon is offering by letting content creators upload print on demand shirt designs. Once a student completes this course they will be able to use the Merch by Amazon platform for themself as well as be able to teach it to others.,8810
376015,Blogging to Freedom: Create Your Independence with Blogging,/create-my-independence-with-blogging/,True,$195,Kraig Mathias, JOIN 14000+ STUDENTS LEARNING HOW TO CREATE A $60K+ ONLINE BUSINESS FROM BLOGGING! SEE HOW TO BLOG YOUR WAY FREE FROM THE CUBICLE CHAINS FOR GOOD!,17496
401784,How to Trade Stock Options Level 1: Start Day Trading,/how-to-trade-stock-options-level-1-start-day-trading/,True,$95,Scott Paton,  	Day Trading is talked about and seems mysterious. Some people are quietly very successful while the masses are warned about the dangers. The course takes away the complexity and shows the non-technical (and some technical) parts of trading Stock Options.,9751
33145,Speed Reading for Work and Leisure.,/speed-reading/,True,$70,The Speed Reading Coach - Alex Garcez, GET STARTED NOW!,14629
692956,Embedded Systems Programming on ARM Cortex-M3/M4 Processor,/embedded-system-programming-on-arm-cortex-m3m4/,True,$25,Kiran Nayak,Latest Change  : English subtitles are added for all the videos .,3063
1149892,ElasticSearch LogStash Kibana ELK #2 - Learn LogStash,/elk-stack-2-learn-all-about-logstash-data-ingestion-tool/,True,$195,Manuj Aggarwal,In the recent years – the term BigData has been gaining popularity. And there has been a paradigm shift in the volume of information and the ways in which it can be extracted from this data.,327
706234,A Modern Day Guide To Stop Procrastinating,/a-modern-day-guide-to-stop-procrastinating/,True,$150,Sandor Kiss,If you are someone who procrastinates you will be fully aware of the negative impact it can have on your life.,7527
126684,How to Build Habit-Forming Products,/how-to-build-habit-forming-technology/,True,$50,Nir Eyal,  	           In an age of ever-increasing distractions quickly creating customer habits is an important characteristic of successful products. How do companies create products people use every day? What are the secrets of building services customers love? How can designers create products compelling enough to "hook" users?,7509
882952,The Complete Mobile App Design From Scratch: Design 15 Apps,/the-complete-mobile-uiux-design-learn-to-design-apps/,True,$200,Infinite Education,                                                                    -------Brand New Course----------,5200
394676,Learn Python: The Complete Python Programming Course,/pythonforbeginners/,True,$50,Avinash Jain,** 50% OFF For A Limited Time! **,8918
225430,PPC Training: Learn Google Adwords & Facebook Ads,/ppc-training-digital-marketing/,True,$25,Carl Sednaoui,  	              Learn the ins and outs of PPC (pay-per-click) and digital marketing. This comprehensive course covers everything you need to know about Google Adwords and Facebook Ads.,12875
977438,Microsoft Excel - Data Analysis with Excel Pivot Tables,/data-analysis-with-excel-pivot-tables/,True,$175,Chris Dutton,Pivot Tables are an absolutely essential tool for anyone working with data in Microsoft Excel.,1027
983354,SQL Made Simple: SQL Server Queries for Non-Programmers,/learn-sql/,True,$150,IsáBel Harrison,Learn SQL,1623
54520,Learning Responsive Web Design,/learning-responsive-web-design/,True,$50,Infinite Skills,In this Responsive Web Design training course expert author Geoff Blake shows you how to create custom CSS and HTML so that your web site responds to differing screen sizes. With mobile and tablet web traffic increasing by leaps and bounds every day all web designers should know how to create breakpoints and custom CSS layouts to adapt their designs to varying device resolutions.You will learn how to setup your external style sheets for three different resolutions and how to customize your layouts for each of those. This training video will teach you how to deal with navigation and graphics as well as text and other layout features making them responsive. You will use the latest in CSS3 and HTML5 techniques to create a website design that will gracefully wrap and adapt to three different screen sizes. Extensive working files are included with this video tutorial so you can work along with the author throughout each lesson.When you have completed this computer based video training course you will be capable of creating responsive adaptive designs for your websites. You will understand how to create different external CSS files that are called depending on the resolution of the device that is requesting the web page. You will be confident in your ability to create a Responsive Web Site for todays mobile world!,19025
361574,How To Start a Social Media Business | Get Financial Freedom,/socialmediasecrets/,True,$95,James Burchill,Making money managing small business social media is easy when you know how.,4481
959400,The Guide to macOS Sierra,/macossierra/,True,$40,Gary Rosenzweig,Learn the ins and outs of using macOS Sierra. This course includes more than 50 video tutorials more than 4 hours of video instruction. It begins by showing you the basics of the desktop and then goes into detail about using the Finder iTunes Safari Mail TextEdit Preview and other basic apps. Lots of tips tricks and techniques.,1139
833398,Angular Masterclass - covers Angular 4,/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,True,$150,Angular University,The code of this course is fully up to date with the Angular 4  release - meaning that the videos cover the Angular 4 4 release API and the support code is updated to Angular 4.,3974
945320,Javascript Intermediate level 2 - Mastering Functions,/javascript-intermediate-mastering-functions/,True,$100,Edwin Diaz,Functions are one of the most used features of any programming language especially in JavaScript.,2344
129118,Product Management 101,/productmanagement101/,True,$20,Todd Birzer,  	  Product Management 101 is an overview of the work of product management - from market intelligence and strategy to new product development.  The course has been designed for product managers with 0-5 years of experience and through a series of lectures we will share industry best practices that span the spectrum of product management work.  We will follow this later with Product Management 102 which will focus on lifecycle management i.e. managing an in-market product or service.,25635
364642,How to Build Autopilot Niche Websites,/how-to-build-autopilot-niche-websites/,True,$120,Gobala Krishnan,Are you looking for proven methods to make at least $12000 every year with nothing but your laptop?,8432
629418,Become a Microsoft Excel Wizard in 1 Hour,/microsoft-excel-in-just-1-hour/,True,$20,Cody Baldwin,Don't waste your time on long boring course that you may never finish.  Learn essential Microsoft Excel skills in 1 hour that will help you to:,9394
646070,Scrum Advanced: Software Development & Program Management,/nexus-scrum-advanced/,True,$195,Paul Ashun,JOIN IN UDEMY'S MOST COMPREHENSIVE SCRUM ADVANCED COURSE!,20543
803412,The Complete Facebook Ads 2017 Training (Hands On),/facebook-ads-course/,True,$195,Ali Mirza,Do you ever wish you were AWESOME at Facebook Ads? Well I will make that dream come true for you.,3426
966130,Productized: How to Build a 7-Figure Web Design Business,/productized-how-to-build-a-7-figure-web-design-business/,True,$50,Sam Brodie,The title of this course isn’t click bait.,2154
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,/create-your-own-hedge-fund-double-your-money-every-year/,True,$175,Frank Bunn,Would You Spend An Extra 20 Minutes A Week To Retire With A Million Dollars?,3625
109814,The Ultimate Microsoft Project 2013 Training Bundle 19 Hours,/the-ultimate-microsoft-project-2013-training-bundle/,True,$170,Simon Sez IT,Learn Project 2013 Inside and Out with This Training Bundle.,8543
514216,If You Can Cook You Can Code Vol 1: How Programming Works,/if-you-can-cook-you-can-code/,True,$200,Timothy Kenny,In this course you'll learn the fundamentals of how programming languages work. Using the metaphor of cooking and restaurants you'll get concrete plain english answers to questions like “What programming language should I learn?” and “What is programming?”,11949
1121856,Connect the Dots: Factor Analysis,/connect-the-dots-factor-analysis/,True,$50,Loony Corn, Factor analysis helps to cut through the clutter when you have a lot of correlated variables to explain a single effect.,5229
194692,Quicklessons Piano Course - Learn to Play Piano by Ear!,/quicklessons/,True,$200,Ozie Cargile,  	        With over 8 hours of high-quality piano lessons Quicklessons is one of the most exhaustive piano courses on Udemy. Perfect for beginner and intermediate students this course is taught by award-winning composer/pianist Ozie Cargile.,6991
994812,Facebook Live: Attract 100000+ Page fans with Viral Streams,/facebook-live/,True,$65,Suppoman ®,If you are looking for a way to grow a viral Facebook Page this Udemy course is perfect for you!,6649
665870,How To Analyze Your Market With Facebook Audience Insights,/how-to-analyze-your-market-with-facebook-audience-insights/,True,$200,Sandor Kiss,Business Marketer’s Guide to Facebook Audience Insights,9958
987106,Page Object Pattern in Selenium Webdriver,/selenium-webdriver-page-objects/,True,$75,Nikolay Advolodkin,Did you know that a recent poll revealed that 80% of QA Automation Engineers cannot run more than 100 functional tests daily with 95% reliability? Furthermore over 50% of these Automation Engineers struggle to run between 0 - 50 automated functional tests per day!,4169
128786,Oracle PL/SQL Fundamentals vol. I & II,/oracle-plsql-fundamentals-vol-i-ii/,True,$90,Intellezy Trainers,  	   In this Oracle 11g PL/SQL Bundle you will receive introduction training on PL/SQL database programming language covering syntax structure and features of the language within the context of database applications and programming. In volume II students will dive into topics such as understanding the basic form and structure of program units stored within the database building and maintaining stored procedures functions packaged programs and database triggers. Additional topics include taking advantage of advanced programming techniques such as cursor variables and cursor expressions. This Oracle 11g course will prepare students for the Oracle certification exams (OCP).,6398
1024722,Music Production I - Learn to be a Music Producer!,/music-production/,True,$125,Mitch Houston,This course is designed for the beginner who has no previous knowledge in the Music Production field. Although this course will benefit those of you who have little to much knowledge as well! In this course you will learn how to become a music producer and a recording engineer and how to take the sound production quality of your music studio to the next level.,1503
49779,The Ultimate Gmail Productivity System For Business,/master-gmail-to-increase-productivity/,True,$195,Scott Britton,**UPDATED DECEMBER 2016** Called "the best course on email productivity + Gmail on Udemy",13430
411446,WordPress: Create Stunning Wordpress Websites for Business,/wordpress-beginners/,True,$195,Diego Davila,STUDENT REVIEWS For "WordPress: Create Stunning Wordpress Websites",16011
1164278,UI & Web Design using Adobe Illustrator 2017,/ui-web-design-using-adobe-illustrator-2017/,True,$200,Daniel Walter Scott,UI design skills are one of the most employable opportunities of our lifetime. In this course you’ll learn how to design a professional website in Adobe Illustrator. We’ll start right at the basics of Illustrator and work our way through to building professional UI designs. This course doesn’t cover how to code a website but focuses on the design processes that professional UI designers use when working.,1574
527468,English Vocabulary TOEFL,/learn-intermediate-english-vocabulary-with-cartoon-pictures/,True,$40,Jane Cui,JOIN 10000+ SUCCESSFUL STUDENTS USING THIS COURSE TO LEARN VOCABULARY ONLINE!,13078
1001946,The Complete Java Developer Course,/java-essential-training/,True,$150,Hussein Al Rubaye,This course for anyone  who want to be Java programmer from scratch We will  start by discus all Java fundamentals that you need to start programming Android Java web or Java Desktop apps. We will start first by install the development environment then you will run your first Java app and understand how program flow works in Java. Then we will talk about variables and Math operation and proirites. Then we will take about logic and making decision then we will talk about loops. then we will talk about functions and OOP concept that you need to use when you program apps with Java then we will talk about multi-processing and how you could run multi-process in same time and how to avoid Deadlock  then we will talk about Databases then we will talk about collections and which type collection you have to use for better performance  depend on your app. Then we will talk about Java 8 new features then we will talk about build desktop GUI application with JavaFx.,14009
701188,N.E.U.R.O. Negotiation System: Make/Save 1000s of dollars,/neuro-negotiation-system-become-number-one-negotiator-and-make-or-save-money/,True,$200,Archana Dutta,**Course Updated - Dec 2016**,8156
955464,OpenStack: An Introduction to Cloud Computing and OpenStack,/openstack-an-introduction-to-cloud-computing-and-openstack/,True,$20,Manuj Aggarwal,In the past decade cloud computing has been gaining popularity at a tremendous rate. Some cloud providers are experiencing a growth rate of 50% year over year – which is just astounding. And the reasons for this growth is obvious – cloud computing enables ubiquitous convenient on-demand access to a shared pool of configurable computing resources which can be rapidly provisioned and released with minimal effort.,5502
595876,Logo Design in Adobe Illustrator - for Beginners & Beyond,/logodesign/,True,$200,Daniel Evans,* 'Truly the best course I have come across on Udemy (out of 30 so far!)',3876
1036264,The Complete Video Editing Course With Sony Vegas Pro,/sonyvegasprovideoediting/,True,$200,Masuk Sarker Batista,Get started with Sony Vegas Pro today and start learning video editing LIKE A BOSS.,5027
982860,Django + AngularJS for a Powerful Web Application,/django-angularjs/,True,$95,Justin Mitchel,When it comes to building modern web applications you need to think about two aspects: the backend and the front end.,4344
63612,1 Hour JavaScript,/1-hour-javascript/,True,$200,John Bura,Have you ever wanted to learn how to code but didn't know where to start? This is a fantastic course to start. Not only is JavaScript easy to learn but it is in demand? If you take this course you will start the fantastic process of learning to code which will lead you to a better life. Coding is one of the most in demand skills if you can code you have a job.,22980
519406,Big Data and Hadoop for Beginners - with Hands-on!,/big-data-and-hadoop-for-beginners/,True,$200,Andalib Ansari, ,21882
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,/powerpoint-master-class-for-business-and-finance-graduates/,True,$150,365 Careers,Beginner to Pro in PowerPoint: Complete PowerPoint Training - Udemy's Top PowerPoint Course,5226
361978,Mastering Airbnb | Learn from SF's top host 100+ lectures,/mastering-airbnb-learn-from-sfs-top-host/,True,$165,Evan Kimbrell,My property was officially number one in San Francisco when you searched for 3+ guests. That was number one out of 5000+ listings. Over 3483 students have taken this course that contains 16+ hours of content and over 55 five-star reviews. Join in!,6188
809994,Unity Multiplayer 2016 -Build Online Shooter - code included,/unity-multiplayer-make-a-shooter-game-code-included/,True,$200,Yohann Taieb,Unity Multiplayer is the easiest way to create real time networked games for Unity. It’s fast to implement and highly customizable. Unity-provided servers ensure that your players can find and play with each other.,7207
953152,The Complete Piano & Music Theory Beginners Course,/piano-lessons-music-theory-beginners-course/,True,$50,RW Studio,Brand new to music?,10094
678142,PHP Login and Registration System - Email Confirm Activation,/php-mysql-login-and-registration-system-with-email-confirm-activation/,True,$100,Edwin Diaz,UPDATED ALL THE TIME,2441
886644,Learn Digital Painting to Make Cell Shaded Concept Art,/learn-digital-painting-to-make-cell-shaded-concept-art/,True,$65,Austin Batchelor,Join the course and begin digitally painting today!,4637
957336,The Complete Instagram Marketing Course - 6 Courses In 1,/the-complete-instagram-marketing-course/,True,$200,James Canzanella,Instagram has become one of the most popular social networking channels for businesses of all sizes. If you’re ready to harness the power of Instagram this course will detail every marketing technique that works.,9527
673836,Long Exposure Photography: Shoot Your Own Stunning Photos,/long-exposure-photography-tutorial/,True,$25,Phil Ebiner,You're a photographer and you want to learn how to shoot with the long exposure shots. But you don’t know where to start. You don’t know what equipment you need. You don’t know what settings to use. You don’t know what type of shots you should get.,19467
866460,Angular 2+ with Typescript - Essential Training,/angular-2-training/,True,$200,Patrick Schroeder,Updated for latest version of Angular 2. Project works with Angular 4.,22110
94428,Learn Complete Web Development From Scratch,/learn-complete-web-development-from-scratch/,True,$40,Eduonix Learning Solutions,  	   This web programming courses is intended to be the one stop solution for web development training. We bring together the bunch of most popular web technologies and present them in a way which ensures quick and through learning. This will provide a perfect platform for any developer to start their web development journey. We have taken extra care in making the content relevant and interesting.,14038
528856,Excel 2013 Macros: Automate Your Excel Workload,/excel-2013-macros-automate-your-excel-workload/,True,$200,Think Forward Online Training,If you already use Excel you know how repetitive and time consuming some tasks can be. This course is designed to teach you how to take those repetitive and time consuming Excel tasks and make them happen in a click of a button! If you use Excel a lot in your work this course is essential; it will reduce your workload significantly.,11338
801050,Persuasion Power Vol. 2: Magic Words That Influence,/persuasion-power-influence-vol-2/,True,$175,Ken Wells,Persuasion is effective communication. The fact is that we influence each other all the time whether we like it or not. Communication is a like a thread that runs through every area of your life.,4132
950710,How To Get More Done In 3 Hours Than Most Do In 3 Days,/how-to-get-more-done-in-3-hours-than-most-do-in-3-days/,True,$200,James Canzanella,Efficiency is the key to success whether you’re working in business or you simply want to achieve a work-life balance that generates joy while reducing stress.,6989
1121676,Workflow of Modern Web Design from Wireframes to Style Guide,/workflow-of-responsive-web-design-from-sketching-to-style-guides/,True,$100,Muhammad Ahsan Pervaiz,LAST UPDATE April 2017,344
8325,HTML Tutorial: HTML & CSS for Beginners,/learn-html5/,True,$20,LearnToProgram Inc.,  	There isn't a web site out there-- whether it be WhiteHouse.gov IBM.com or the site for your local high school-- that isn't written in HTML. If you do any level of web development-- from editing pages on a Wordpress site to designing original pages from scratch understanding and being able to code in HTML and CSS can give you a level of control and power over your designs that you've never experienced before. This course helps you learn HTML and CSS (versions 4.01 and XHTML) as well as prepares you for the future with coverage of HTML5.,12460
638292,Master Microsoft Project 2016 - 6 PDUs from a PMI REP,/microsoft-project-2016/,True,$100,Joseph Phillips,We are a PMI Registered Education Provider:,2712
433790,Content is King: How to Write Killer Content for the Web,/how-to-write-the-best-online-content/,True,$100,Steve McDonald,  	Welcome to Content is King – How to Writer Killer Content for the Web.,6379
1129210,IW Coach Certification: Therapeutic Model Level 1,/integrative-wellness-model-the-modern-approach-to-wellbeing/,True,$200,Patrick Howell MA Psychology,Fully Accredited Integrated Wellness Coaching Diploma,273
176758,How To Start A Business: Business Ideas To Success,/how-to-start-a-business-go-from-business-idea-to-a-business/,True,$200,Alex Genadinik,Join the community of 20000 students in this business course many of whom have gone on to start their own successful businesses.,20471
1178852,Complete Stretching: 30+ Exercises For Flexibility & Posture,/complete-stretching-30-exercises-for-flexibility-posture/,True,$40,Felix Harder,Boost Your Flexibility Improve Posture & Relieve Tension Throughout Your Body With Complete Stretching,1250
1058614,Blogging 101: Build A Successful Blog In 2017 And Beyond,/build-a-blog/,True,$195,Brad Merrill,FEATURED IN UDEMY'S "NEW AND NOTEWORTHY" SECTION!,2250
868432,N.E.U.R.O Salary Negotiation System™:5 Mins to Higher Salary,/neuro-7step-salary-negotiation-system-to-double-your-salary-fast/,True,$195,Archana Dutta,**Course Updated - Dec 2016**,7491
524082,MySQL Database Development for Beginners,/mysql-database-development-for-beginners/,True,$95,EDUmobile Academy,MySQL is a general purpose relational database management system (RDBMS) used mainly to provide a back-end database for web applications. In this course we'll introduce the concepts of relational database management systems in general and how they relate to MySQL in particular.,8530
688892,Viral Marketing - How I Get 100000 Views Monthly On My Site,/how-i-get-100000-monthly-visitors-on-my-viral-website/,True,$195,Rohan Dhawan,Over 1000 new students within 24 hours - viral success!================================================,9041
487624,CCNA Security and CCNP Security 2016  With Baldev Part::1,/ccnp-security-300-206_senss-with-b-s-deshwal-ccie-37094/,True,$200,Baldev Singh,A single point to learn Cisco Security Technologies from CCNA Security to CCNP Security and  Much More.,8489
776150,Start an Online T-Shirt Business In 3 Easy Steps,/online-t-shirt-design-business/,True,$200,Frici Barabas,Do you like T-shirts? Yes! Would you like to make money selling T-shirts online? If yes read on and pay attention!,5516
76838,Master Computers - From Beginner to Expert in One Week,/computers/,True,$20,Todd McLeod, This course is for the benefit of everyone. If financial constraints prevent you from enrolling simply send me a message explaining your situation and I will give you access to all of my courses for free.,15637
626202,Success Tips: Boosting Confidence Wealth & Productivity,/strategies-for-success-habits-of-successful-people/,True,$200,Jimmy Naraine,Would you like to learn how to set and achieve exciting goals? Do you want to become more confident boost your self esteem and get more things done? What about the ability to notice the positive side of things?,14892
1059322,Master Photoshop in 4 hours: A Complete Beginner's Guide,/photoshop-for-beginner-fast/,True,$20,Mr Marcus Gan,This course is designed to teach you the ALL the essentials of Photoshop in the LEAST amount of time!,3007
420664,Join Udemy Elite: How to Work as an Instructor - Unofficial,/unofficial-udemy-elite/,True,$20,Andrew Eddy,This course is not sponsored by or affiliated with Udemy Inc.,7407
15794,How to Create an Awesome Online Course,/how-to-create-an-awesome-online-course/,True,$200,Miguel Hernandez,*** 2017 Update! Now this course is good for both Mac and Windows users! ***,9259
61058,Professional Video Game Art School,/game-art/,True,$200,Stone River eLearning,Don't waste $200000 on video game developer school and spend your life paying back student loans when you can get the same level of training with this course.,25691
971154,Machine Learning for Data Science,/machine-learning-for-data-science/,True,$95,Mr. David Valentine,Course Launched On Nov 11/2016!,3304
1136646,Master MongoDB the NOSQL leader with Clarity and Confidence,/learn-mongodb-the-nosql-leader-with-clarity-and-confidence/,True,$155,Gandhi Kumarasamy Sezhian,MongoDB is undeniably is creating huge impact among enterprises  challenging oracle and other established vendors.,2932
996610,Ultimate Beginners Excel VBA Finance Course for Banking,/ultimate-beginners-vba-finance-course-for-banking/,True,$195,VBA Finance,This course will provide you with essentials about Visual Basic Applications (VBA) Excel for Finance. VBA is the programming language of Excel and is a fast programming language. When correctly mastered it can automate almost every task that is required in Banking and Investment Banking.,7657
1145736,Create Professional Looking Infographics With No Experience,/create-professional-looking-infographics/,True,$180,Masuk Sarker Batista,Do you want to create professional looking Infographics? If yes then you’re in the right place - and I am happy to have you here!,7553
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,/the-most-powerful-options-spread-trading-front-ratio-spread/,True,$200,Winston Wee,Watch my Live Trade Section and see how I make 5.5% Return in just 19 days,1445
994130,Beginner's Guide to Meditation with Emily Fletcher,/beginners-guide-to-meditation-with-emily-fletcher/,True,$200,Emily Fletcher,Meditation is the single most powerful stress relieving tool there is. Reduce anxiety and increase your bliss by learning a simple daily meditation practice you'll enjoy. Reducing the amount of stress in your body will help you perform at the top of your game in every area - from the boardroom to the bedroom. You’ll graduate with a practice that you can do anywhere anytime.,822
856526,The Build a SAAS App with Flask Course,/the-build-a-saas-app-with-flask-course/,True,$40,Nick Janetakis,Do you want to create an awesome web application but aren’t sure where to start?,1814
658242,Facebook Marketing: Next Level Traffic Generation Strategies,/facebook-marketing-next-level-traffic-generation-strategies/,True,$200,Sandor Kiss,Facebook Marketer’s Advanced Traffic-Generation Strategies,10802
991578,Boost Your Productivity: Adapt Improve Do!,/self-mastery/,True,$20,Doru Catana,Look I'll cut the small talk.,7038
634528,Communication Skills - Communicate with Confidence &Charisma,/communication-skills-communicate-with-confidence-charisma/,True,$200,Jimmy Naraine,Black Friday BONUS: I've just uploaded a 23 page Confidence eBook in the first section!,3417
863954,Angular 2 From The Ground Up,/angular-2-from-the-ground-up/,True,$30,Mirko Nasato,Learn Angular 2 the new version of the wildly popular JavaScript web framework created by Google. Updated after the 2.0.0 final release.,1636
1108526,Facebook Ads for Beginners 2017,/facebookforbeginners/,True,$145,Diego Davila,Facebook Ads for Beginners 2017 - Welcome to the Course!,354
389982,Product Creation Alchemy: Product Launch Blueprint,/product-creation-alchemy-product-launch-blueprint/,True,$200,Digi Strats, ----Introductory Price ONLY---,6380
1044708,QuickBooks Pro 2017 Training: Manage Small Business Finances,/learn-quickbooks-pro-2017-training-course/,True,$100,Simon Sez IT,Get Confident in Using QuickBooks Pro to Efficiently Manage Your Accounts,964
973394,The Ultimate Microsoft Office 2016 Training Bundle,/the-ultimate-microsoft-office-2016-training-bundle/,True,$200,Simon Sez IT,Master the Ins and Outs of Microsoft Office and Boost Your Office’s Productivity,1329
733228,Copywriting - The Psychology Of Your Irresistible Offer,/copywriting-the-psychology-of-your-irresistible-copywriting-offer/,True,$200,Vladimir Raykov,Do you want to acquire the skill of writing irresistible and extremely powerful marketing offers?,9005
1041176,Fun Beginner Ukulele Course,/beginner-ukulele/,True,$50,Henry Olsen,Hello and welcome the this beginner ukulele course!,1298
472958,Reverse Engineering and Exploit Development,/reverse-engineering-and-exploit-development/,True,$50,Infinite Skills,In this Reverse Engineering and Exploit Development training course expert author Philip Polstra will teach you about common software vulnerabilities and how to find them as well as how the vulnerabilities differ between various operating systems. This course is designed for beginners who are looking to get started in security penetration testing and reverse engineering.,3857
847792,WordPress Training Course - Step by step WordPress  tutorial,/wordpress-training-course-video-tutorials/,True,$200,Mr David Murray,David Murrayhas been creating business websites since 1996. He has used WordPress since its release in May 2003.  WordPress is used to power over 60 millionwebsites. Why – because it is easy to use powerful and can be adapted to justabout any type of business website requirement.,4440
167918,Win Any Job Interview - TOP Strategies For Job Interviews,/get-your-dream-job-blueprint-for-winning-any-job-interview/,True,$200,Jimmy Naraine, ,6075
948440,PSD to Responsive HTML5: Beginner to Advanced,/psd-to-html5-beginner-to-advanced/,True,$40,Filip Kordanovski,*** A LOT MORE THAN PSD-to-HTML5 COURSE ****** + Amazing interactive animations with beginner JavaScript lectures included ****** + Creating Responsive design with CUSTOM media queries ****** + Advanced BONUS section with real-world website conversion and special tips ****** + Course is constantly UPDATED with new content/lectures ***,1248
1022822,Complete English Course - English Speaking - English Grammar,/english-course-for-beginners/,True,$195,AbcEdu Online,Complete English Course - English Speaking - English GrammarEnglish Beginner to Intermediate Course,2309
790624,Self Confidence & Assertiveness Training,/self-confidence-reap-the-benefits-of-self-confidence/,True,$200,Libby Seery,FULLY ACCREDITED DIPLOMA,2289
439496,Creating Udemy Courses: A Step-By-Step Guide - Unofficial,/unofficial-creating-udemy-courses-a-step-by-step-guide/,True,$195,Scott Britton,This course is not sponsored by or affiliated with Udemy Inc.,9562
640408,Marketer’s Guide To Creating Facebook Ads That Convert,/facebook-marketing-how-to-create-converting-ads/,True,$200,Sandor Kiss,Learn to create highly converting advertising campaigns on Facebook. This course will show you how to construct attention-grabbing copy and choose a compelling image for your ad no matter what your objective is.,19757
1038568,Adobe Muse CC 2017 Course - Design and Launch Websites,/website-design-adobe-muse-course/,True,$95,Dr. Chad Neuman,Learn how to design and launch websites in Adobe Muse the premiere software program for easily designing responsive websites without having to know any code! Use the amazing power of Adobe's Creative Cloud to apply effective color and responsive design. Design your own portfolio website for design websites for clients. Support files included in this course!,1437
173978,English punctuation made easy,/english-punctuation-made-easy/,True,$20,Len Smith, Is YOUR punctuation letting you down? YOUR SURVIVAL GUIDE,12751
449456,Amazon - FBA - Create a Business Selling Books On Amazon,/sell-books-on-amazon-work-from-home-with-amazon-fba/,True,$195,Diego Davila,STUDENT REVIEWS For "Sell Books On Amazon - Make Money Sitting At Home",10313
438552,MySQL for Beginners,/mysql-db-for-beginners/,True,$20,Vasandkumar Kunasekaran,MySQL Database Being the Second most widely used Relational Database makes it one of the database to learn if you are looking forward to develop a database driven application.,21289
1061808,Waterfall to Agile Project Management: A Step By Step Guide,/waterfall-to-agile-project-management-a-step-by-step-guide/,True,$20,Dr. Luke Angel,Are you looking to understand what Agile Project Management is? Are you currently running a waterfall project and want to make the jump to Agile? Then this is the course for you. In this course Agile expert Luke Angel will show you how you can realize the time quality and cost benefits of agile project management. This course will help you understand the difference between traditional waterfall and agile methodologies and what is required for a successful transition between the two. Luke provides advice on garnering support for a pilot project: by identifying supporters early on and keeping them engaged throughout the project.  He will show how to respond in a engaging way to detractors. He then leads you through the process of choosing the pilot project selecting the right team and setting the vision and provides a short overview of agile basics to you get started. Finally learn how to perform a retrospective review of the pilot and identify the drivers to continue an agile rollout.,2825
950758,Using Advanced iOS Frameworks and Techniques with Swift 3,/using-advanced-ios-frameworks/,True,$150,Brian Advent,Learn about the coolest and most useful iOS frameworks and development techniques that will improve the quality and look of your Apps enhance your productivity and make your customers so much happier.,1199
573064,Photoshop in Ease: Create World Amazing  Graphic Designs,/photoshop-knights-become-a-professional-in-no-time/,True,$20,Azeez Abri, ,14438
659464,Microsoft Excel 2016 Beginners & Intermediate Excel Training,/microsoft-excel-2016-beginners-intermediate-excel-training/,True,$150,365 Careers,Do you want to learn how to work with Excel 2016?,7840
993142,Learn JavaScript AJAX in 1 hour,/learn-javascript-ajax/,True,$95,Laurence Svekis,Do you want to create a better user experience within your web content?,6644
35094,PHP Punch in the Face,/php-punch-in-the-face/,True,$35,Jesse Boyer, ,10607
1102462,FOREX Trading - The Ultimate Trend System,/forex-trading-system/,True,$195,Jeff Tompkins,*Course fully updated for March 2017*,418
648332,How To Craft An Irresistible Lead Magnet To Build Your List,/how-to-craft-an-irresistible-lead-magnet-to-build-your-list/,True,$200,Sandor Kiss,Marketer’s Complete Course on Creating a Strong Lead Magnet,6265
1137010,Quick Learning PHP for Beginners,/learn-php-for-beginners/,True,$200,Laurence Svekis,Fast paced course perfect for beginners to learn the basics of writing PHP code.  Learn about variables loops functions conditional statements and a whole lot more.  All the source code is included to get you started quickly.,3073
1077214,Business Strategy Formulation: Become a Strategy Consultant,/business-strategy-training/,True,$50,buildthepipe Business Advisors, ,1259
1023902,Bootstrap 4 Website Built from scratch in 1 hour,/bootstrap-website-design/,True,$195,Laurence Svekis,Create your own Mobile Ready : Fully Responsive websites from Scratch!,4093
730594,Job Interviewing: Complete Job Interview Success Course 6HR,/job-interview-mastery/,True,$200,Steve Ballinger MBA,JOIN 11000+ STUDENTS,11499
